Rep,Plot,Clone,First Rust Rating,Canker
4,917,10X-400-025,10,1
4,918,10X-405-029,3,0
4,919,Charlie,0,0
4,920,10X-400-009,Dead ,0
4,921,10X-405-006,14,0
4,922,10X-218-011,0,0
4,923,10X-400-032,0,1
4,924,10X-239-006,0,0
4,925,10X-400-088,7,0
4,926,10X-218-016,0,0
4,927,10X-400-017,3,0
4,928,10X-400-021,14,1
4,929,01-200-004,0,0
4,930,SH3,0,0
4,931,10X-400-069,11,1
4,932,10X-400-053,31,1
4,933,10X-405-009,10,0
4,934,05X-287-189,0,0
4,935,10X-400-046,4,1
4,936,LA970253,0,0
4,937,9882-34,2,0
4,938,05X-293-047,0,0
4,939,10X-405-031,0,0
4,940,10X-400-035,2,0
4,941,01-200-006,0,0
4,942,99217-015,0,0
4,943,10X-400-052,1,1
4,944,10X-400-057,2,1
4,945,06X-330-034 ,0,0
4,946,10X-400-022,3,1
4,947,99202-004 ,0,0
4,948,Nimrod,0,0
4,949,06X-330-019 ,0,0
4,950,10X-400-072,2,0
4,951,10X-218-013,0,0
4,952,10X-400-054,4,1
4,953,10X-239-034,4,0
4,954,10X-405-028,10,0
4,955,10X-400-104,13,1
4,956,9870-23 ,0,0
4,957,10X-218-015,0,0
4,958,9970-036,0,0
4,959,10X-405-022,0,0
4,960,11-BN-010,0,0
4,961,10X-405-026,3,0
4,962,05X-287-033,0,0
4,963,10X-218-008,0,0
4,964,Klara,Dead ,0
4,965,10X-218-001,0,0
4,966,05X-281-043,0,0
4,967,99217-023 ,0,0
4,968,10X-400-033,13,1
4,969,02X-326-010,0,0
4,970,10X-405-032,2,0
4,971,10X-400-094,32,1
4,972,10X-405-023,29,0
4,973,07X-357-107,0,0
4,974,05X-287-154,0,0
4,975,10X-218-018,0,0
4,976,10X-400-049,14,0
4,977,07X-357-034,0,0
4,978,10X-405-021,0,0
4,979,10X-400-020,17,0
4,980,10X-405-024,4,1
4,981,07X-357-087,0,0
4,982,05X-287-139,0,0
4,983,05X-291-050,0,0
4,984,10X-400-014,Dead ,0
4,985,10X-400-028,0,1
4,986,07X-356-055,0,0
4,987,10X-400-004,28,1
4,988,10X-400-026,8,1
4,989,10X-239-024,8,0
4,990,05X-287-096,0,0
4,991,10X-239-027,9,0
4,992,10X-400-080,50,1
4,993,01-200-010,0,0
4,994,05X-281-068,0,0
4,995,10X-400-063,20,1
4,996,06X-330-014 ,0,0
4,997,05X-287-151,2,0
4,998,SX64,0,0
4,999,10X-400-023,6,0
4,1000,10X-239-033,3,0
4,1001,10X-239-023,0,0
4,1002,01X-271-009,0,0
4,1003,10X-400-008,Dead ,0
4,1004,10X-405-002,4,1
4,1005,10X-239-016,0,0
4,1006,10X-405-030,0,0
4,1007,10X-400-097,17,0
4,1008,07X-356-021,0,0
4,1009,06X-330-056 ,0,0
4,1010,10X-400-077,7,1
4,1011,10X-239-010,0,0
4,1012,02X-326-015,0,0
4,1013,10X-239-013,2,0
4,1014,07X-356-011,0,0
4,1015,94006,0,1
4,1016,10X-400-002,0,1
4,1017,SX61,0,0
4,1018,10X-239-009,0,0
4,1019,10X-239-036,0,0
4,1020,9871-038,0,0
4,1021,10X-400-067,3,1
4,1022,10X-400-085,10,1
4,1023,07X-357-114,0,0
4,1024,05X-287-020,0,0
4,1025,05X-287-148,0,0
4,1026,10X-400-059,48,1
4,1027,06X-330-020 ,0,0
4,1028,05X-287-196,0,0
4,1029,07X-356-027,0,0
4,1030,Stina,Dead ,0
4,1031,10X-239-031,5,0
4,1032,10X-400-019,14,0
4,1033,10X-400-043,5,1
4,1034,07X-357-065,0,0
4,1035,10X-405-007,25,0
4,1036,06X-330-057 ,0,0
4,1037,10X-400-074,8,1
4,1038,10X-400-079,23,1
4,1039,07X-357-095,0,0
4,1040,05X-295-014,4,0
4,1041,10X-400-081,4,1
4,1042,10X-218-002,0,0
4,1043,10X-239-025,0,0
4,1044,10X-400-090,Dead ,0
4,1045,10X-239-019,8,0
4,1046,10X-239-011,15,0
4,1047,05X-287-147,0,0
4,1048,10X-239-001,11,0
4,1049,04-BN-041,4,0
4,1050,10X-400-065,24,1
4,1051,10X-218-017,0,0
4,1052,07X-357-098,0,0
4,1053,10X-239-026,10,0
4,1054,10X-239-005,0,0
4,1055,10X-239-012,0,0
4,1056,07X-357-115,0,0
4,1057,10X-400-066,13,0
4,1058,01-200-001,0,0
4,1059,LA980451,3,0
4,1060,05X-287-170,0,0
4,1061,10X-400-084,Dead ,0
4,1062,10X-218-009,0,0
4,1063,10X-400-051,28,1
4,1064,10X-405-011,9,0
4,1065,10X-218-020,0,0
4,1066,07X-357-116,0,0
4,1067,07X-357-085,0,0
4,1068,07X-356-036,Dead ,0
4,1069,10X-400-006,14,0
4,1070,10X-400-095,0,1
4,1071,10X-400-087,3,1
4,1072,10X-400-003,7,1
4,1073,10X-239-002,10,0
4,1074,10X-400-038,4,1
4,1075,07X-357-100,0,0
4,1076,10X-405-025,Dead ,0
4,1077,06X-330-007 ,0,0
4,1078,Terra Nova,0,0
4,1079,10X-239-020,3,0
4,1080,10X-239-014,0,0
4,1081,10X-218-019,0,0
4,1082,10X-405-027,3,0
4,1083,95058,0,0
4,1084,10X-405-003,4,0
4,1085,10X-405-010,20,1
4,1086,10X-405-005,15,0
4,1087,10X-218-004,0,0
4,1088,SX67,0,0
4,1089,10X-400-040,10,1
4,1090,10X-405-018,4,1
4,1091,99202-011,0,0
4,1092,05X-287-159,0,0
4,1093,10X-400-068,17,0
4,1094,10X-400-060,8,1
4,1095,07X-357-058,0,0
4,1096,10X-239-004,Dead ,0
4,1097,10X-400-082,5,1
4,1098,10X-239-029,0,0
4,1099,07X-356-044,0,0
4,1100,10X-405-001,9,1
4,1101,10X-239-022,5,0
4,1102,06X-330-101 ,0,0
4,1103,10X-400-089,9,1
4,1104,10X-400-076,14,1
4,1105,07X-357-042,0,0
4,1106,10X-239-018,0,0
4,1107,10X-239-007,0,0
4,1108,10X-400-075,4,1
4,1109,99239-015 ,0,0
4,1110,06X-330-055 ,0,0
4,1111,10X-400-005,9,1
4,1112,10X-400-086,20,1
4,1113,10X-400-070,11,0
4,1114,10X-400-030,3,1
4,1115,06X-330-105 ,0,0
4,1116,10X-400-056,13,1
4,1117,10X-400-039,9,1
4,1118,10X-400-034,9,1
4,1119,05X-295-015,0,0
4,1120,10X-400-036,6,0
4,1121,10X-239-030,0,0
4,1122,05X-287-089,0,0
4,1123,10X-239-037,0,0
4,1124,05X-287-218,0,0
4,1125,04-FF-025,0,0
4,1126,10X-405-012,0,0
4,1127,05X-287-141,0,0
4,1128,10X-400-083,5,1
4,1129,10X-400-099,0,1
4,1130,10X-405-016,5,0
4,1131,07X-357-089,0,0
4,1132,01-200-003,0,0
4,1133,10X-218-005,0,0
4,1134,05X-291-049,0,0
4,1135,01-200-009,0,0
4,1136,05X-287-013,0,0
